,Title,Location,Security,Garage,Concierge,Price,City,Currency,Nmbr_rooms,Nmbr_pieces,Nmbr_bathrooms,Type,Surface
298,Appartement sur corniche à vendre,Hay Al Amal ,0,0,0,1650000.0,Rabat,DH,2,4,3,Nouveau,100
301,Maison de luxe à vendre à Souissi. Surface de 2000 m². Avec ascenseur et terrasse,Souissi ,0,0,0,,Rabat,,5,10,5,Bon état,2000
304,Superbe appartement à vendre à Agdal. Surface totale 104 m². Meublé,Agdal ,0,0,0,,Rabat,,3,4,2,Bon état,104
307,Bel appartement avec deux façades sur Agdal,Agdal ,0,0,0,1700000.0,Rabat,DH,3,4,3,Nouveau,115
308,Joli Appartement meublé Rabat Hay Riad,Riyad ,0,0,0,1680000.0,Rabat,DH,3,5,2,Bon état,120
309,Appartement bien situé à vendre bas Agdal,Agdal ,1,0,0,3232000.0,Rabat,DH,3,5,2,Bon état,202
310,Grand appartement à coté saint Exupéry,Aviation - Mabella ,0,0,0,2500000.0,Rabat,DH,3,5,2,Bon état,140
311,Appartement 100 m² en vente en plein Agdal 170M,Agdal ,0,0,0,1700000.0,Rabat,DH,2,3,1,Bon état,100
312,Luxueux Appartement a Vendre à Prestigia Hay Riad,Riyad ,0,0,0,4300000.0,Rabat,DH,4,5,3,Bon état,248
313,Bel appartement à Mahaj Riad,Rabat,0,0,0,2100000.0,Rabat,DH,2,3,1,Bon état,96
315,"Vente maison à Riyad. Superficie 200 m². Salon Marocain, sécurité",Riyad ,0,0,0,3800000.0,Rabat,DH,3,5,3,Nouveau,200
316,Appartement à l'achat à Riyad. Superficie 318 m². Belle terrasse et jardin,Riyad ,0,0,0,7000000.0,Rabat,DH,5,7,4,Nouveau,318
318,Opportunité Appart 5 min à pied Gare Rabat ville,Hassan - Centre Ville ,0,1,0,899000.0,Rabat,DH,2,4,2,Bon état,90
319,Sublime Appartement à Vendre à Hay Riad,Riyad ,0,0,0,2600000.0,Rabat,DH,2,3,2,Nouveau,123
320,Vente appartement 3ch NEUF à prestigia Hay Riad,Riyad ,0,0,0,3300000.0,Rabat,DH,3,4,3,Nouveau,145
321,Magnifique appartement 3ch à vendre à Hay Riad,Riyad ,0,0,0,4350000.0,Rabat,DH,3,6,3,Nouveau,215
322,Appartement à vendre,Riyad ,1,0,0,3600000.0,Rabat,DH,3,5,2,Bon état,212
323,Bel Appartement à vendre à Hassan,Hassan - Centre Ville ,0,0,0,1750000.0,Rabat,DH,2,3,2,Bon état,96
324,Lux résidence plein souissi,Souissi ,0,0,0,2800000.0,Rabat,DH,2,3,2,Nouveau,100
325,Luxueuse résidence en plein souissi 86.22,Souissi ,0,0,0,3700000.0,Rabat,DH,3,4,2,Nouveau,130
326,Luxueuse résidence en plein souissi,Souissi ,0,0,0,1650000.0,Rabat,DH,1,2,1,Nouveau,60
327,Vente une maison,El Youssoufia ,0,0,0,1600000.0,Rabat,DH,7,6,3,Bon état,76
328,Bel appartement à vendre à Hassan,Hassan - Centre Ville ,0,0,0,1500000.0,Rabat,DH,2,4,1,Bon état,102
329,À vendre Appartement,Diour Jamaa ,0,0,0,1700000.0,Rabat,DH,3,4,2,Bon état,170
330,Superbe appartement à vendre à Agdal. 2 pièces. Service de concierge et climatisation,Agdal ,0,0,0,,Rabat,,3,5,1,Bon état,86
331,Vend appartement à Riyad. 3 belles chambres. Bien meublé,Riyad ,1,0,0,,Rabat,,3,4,2,Bon état,80
333,À vendre Appartement,Riyad ,0,0,0,3300000.0,Rabat,DH,3,5,2,Bon état,179
339,À vendre Appartement,Agdal ,0,0,0,1580000.0,Rabat,DH,2,3,1,Bon état,72
340,À vendre Appartement,Riyad ,0,0,0,5000000.0,Rabat,DH,4,7,2,Bon état,258
341,Appartement refait à neuf en plein hay riyad,Riyad ,0,0,0,3800000.0,Rabat,DH,3,4,3,Bon état,375
342,Appartement haut standing excellent emplacement,Hay Al Fath ,0,0,0,1450000.0,Rabat,DH,2,3,2,Bon état,94
343,Vente d'un joli appartement non titré à G5,Hay Al Amal ,0,0,0,700000.0,Rabat,DH,3,4,2,Bon état,108
344,Tres bel appartement à hay riad,Riyad ,0,0,0,3300000.0,Rabat,DH,3,7,4,Nouveau,168
345,"Appartement de 115m² avec terrasse en vente, Résidence Aicha",Kébibat ,0,0,0,,Rabat,,3,4,2,Bon état,115
346,Appartement RDC sur avenue addolb habitable,Riyad ,0,0,0,2800000.0,Rabat,DH,3,6,4,Nouveau,166
348,Bel appartement à côté avenue AL ARRAR,Riyad ,0,0,0,3550000.0,Rabat,DH,3,6,3,Nouveau,175
349,Appartement à vendre à Agdal. 3 chambres agréables. Parking et terrasse,Agdal ,0,0,0,2600000.0,Rabat,DH,3,4,3,Bon état,143
350,A vendre appartement de standing à souissi,Souissi ,0,0,0,5600000.0,Rabat,DH,3,6,3,Bon état,230
352,A vendre à Rabat villa refaite à neuf au quartier,Souissi ,0,0,0,,Rabat,,4,7,3,Nouveau,550
353,Bel appartement très bien placé à Rabat,Hay Nahda ,0,1,0,1095000.0,Rabat,DH,2,3,1,Bon état,73
354,Appartement exceptionnel en vente sur hay riad,Riyad ,0,0,0,4100000.0,Rabat,DH,3,3,4,Bon état,215
358,Appartement en vente sur haut d'Agdal,Agdal ,0,0,0,1550000.0,Rabat,DH,2,3,1,Nouveau,74
360,Appartement en vente sur CGI Guich Loudaya,Riyad Extension ,0,0,0,1750000.0,Rabat,DH,2,4,2,Bon état,109
362,Somptueuse villa à vendre à Souissi. 5 pièces confortables. Terrasse et jardin,Souissi ,0,0,0,6000000.0,Rabat,DH,4,5,3,Bon état,665
366,Appartement en vente sur Prestigia Hay Riad,Riyad ,0,0,0,4700000.0,Rabat,DH,4,7,4,Nouveau,260
369,Appartement en vente sur Hay Riad,Riyad ,0,0,0,2550000.0,Rabat,DH,3,5,3,Bon état,151
370,Appartement en vente sur Hay Riad,Riyad ,0,0,0,2420000.0,Rabat,DH,3,5,3,Bon état,150
374,Vente Appartement Rabat Hay Riad,Riyad ,0,0,0,3300000.0,Rabat,DH,3,3,1,Bon état,169
376,Vente Appartement Rabat Hay Riad,Riyad ,0,0,0,4300000.0,Rabat,DH,3,8,1,Bon état,220
377,Vente Appartement Rabat Agdal,Agdal ,0,0,0,4200000.0,Rabat,DH,4,6,2,Bon état,230
378,Vente Appartement Rabat Akkari,Diour Jamaa ,0,0,0,1500000.0,Rabat,DH,2,4,2,Bon état,154
381,Vente Appartement Rabat Hay Riad,Riyad ,0,0,0,3150000.0,Rabat,DH,4,5,1,Bon état,177
389,Vente Appartement Rabat Hay Riad,Riyad ,0,0,0,5200000.0,Rabat,DH,4,7,2,Bon état,257
390,Vente Appartement Rabat Hay Riad Prestigia,Riyad ,0,0,0,2793000.0,Rabat,DH,3,3,1,Bon état,147
392,Vente Appartement Rabat Hay Riad,Riyad ,0,0,0,3000000.0,Rabat,DH,3,3,1,Bon état,151
393,Vente Appartement Rabat Agdal,Haut Agdal ,0,0,0,3000000.0,Rabat,DH,3,6,3,Bon état,159
394,Vente Appartement Rabat Hassan,Hassan - Centre Ville ,0,0,0,2000000.0,Rabat,DH,2,3,1,Bon état,138
398,Vente Appartement Rabat Agdal,Agdal ,0,0,0,2400000.0,Rabat,DH,4,5,1,Bon état,170
403,Vente Appartement Rabat Agdal,Agdal ,0,0,0,3390000.0,Rabat,DH,3,6,1,Bon état,226
405,Vente Appartement Neuf Rabat Hay Riad Prestigia,Riyad ,0,0,0,4100000.0,Rabat,DH,3,5,2,Nouveau,185
408,Vente Appartement Rabat Haut Agdal,Haut Agdal ,0,0,0,4300000.0,Rabat,DH,3,6,1,Bon état,205
409,Vente Appartement Rabat Haut Agdal,Haut Agdal ,0,0,0,3600000.0,Rabat,DH,3,7,1,Bon état,185
411,Appartement à vendre à Hay Riad,Riyad ,0,0,0,4300000.0,Rabat,DH,4,6,4,Bon état,219
412,Vente Appartement Rabat Hay Riad,Riyad ,0,0,0,5300000.0,Rabat,DH,3,7,2,Bon état,400
413,Vente Appartement Rabat Haut Agdal,Haut Agdal ,0,0,0,3200000.0,Rabat,DH,4,6,2,Bon état,196
414,"Jolie villa 3 niveaux, pleine sud",Riyad ,0,0,0,5500000.0,Rabat,DH,5,8,4,Bon état,300
415,VILLA a vendre rabat,Souissi ,0,0,0,24500000.0,Rabat,DH,5,10,4,À rénover,4173
416,Superbe appartement à vendre à Riyad. 3 pièces confortables. Salon Marocain et antenne parabolique,Riyad ,0,0,0,3600000.0,Rabat,DH,3,3,2,Bon état,212
417,2appartement meuble au prix d’une Opportunité à sa,Hay Al Kora ,0,0,0,1850000.0,Rabat,DH,4,2,3,Bon état,140
419,Appart 3p à océan,L'Ocean ,0,0,0,1150000.0,Rabat,DH,2,3,1,Bon état,80
420,Tres belle appartement a vendre,Hay Nahda ,0,0,0,660000.0,Rabat,DH,3,3,1,Bon état,73
421,Superbe appartement à vendre à Hay El Menzah. 3 chambres. Salon Marocain et antenne parabolique.,Hay El Menzah ,0,0,0,1100000.0,Rabat,DH,3,3,2,Bon état,106
422,Vend appartement à Riyad. Surface totale 133 m²,Riyad ,0,0,0,2600000.0,Rabat,DH,2,3,2,Bon état,133
423,Appartement à vendre,Riyad ,0,0,0,3100000.0,Rabat,DH,3,5,3,Bon état,182
424,Appartement à vendre situé sur le haut Agdal,Haut Agdal ,1,0,0,2500000.0,Rabat,DH,2,4,2,Bon état,200
425,Appartement bien situé à vendre sur Hay Riad,Riyad ,1,0,0,5800000.0,Rabat,DH,4,7,3,Bon état,255
426,Belle appartement à ne pas rater,Kébibat ,0,0,0,,Rabat,,3,6,2,Bon état,154
427,Maison à l'achat à Hay Al Fath. 3 chambres.,Hay Al Fath ,0,0,0,2460000.0,Rabat,DH,3,5,3,Bon état,108
428,Vente appartement 5 pièces à Hay Riad,Riyad ,0,0,0,,Rabat,,4,5,4,Bon état,234
429,Splendide villa à vendre à Rabat. Superficie 1800 m². Jardin et terrasse,Souissi ,0,0,0,13000000.0,Rabat,DH,6,9,4,Nouveau,1800
430,Bel Appartement de 158 M2 en Vente à prestigias,Riyad ,0,0,0,3400000.0,Rabat,DH,3,5,3,Nouveau,158
431,Offre de villa en vente deux façad,Souissi ,0,0,0,13000000.0,Rabat,DH,6,9,5,Bon état,2000
433,Magnifique villa à vendre à Hay Al Fath. 3 chambres. Piscine et service de Conciergerie,Hay Al Fath ,0,0,0,4200000.0,Rabat,DH,3,7,3,Bon état,370
434,Superbe appartement à vendre à Oulad Mtaa,Riyad ,0,0,0,2000000.0,Rabat,DH,2,3,2,Nouveau,110
435,Bel appartement à vendre à Riyad. 3 pièces confortables. Bien meublé,Riyad ,0,0,0,2000000.0,Rabat,DH,2,3,2,Nouveau,110
437,Superbe appartement à vendre à Riyad. 4 chambres. Ascenseur et places de parking,Riyad ,0,0,1,,Rabat,,2,4,2,Bon état,180
438,Maison a vendre,Hay Achchabab ,0,0,1,14000000.0,Rabat,DH,3,4,2,Bon état,84
439,Appartement en vente sur Hay Riad,Riyad ,0,0,0,5000000.0,Rabat,DH,4,6,4,Bon état,270
440,Bel Appartement avec Terrasse a L'orangeraie,Rabat,0,0,0,4600000.0,Rabat,DH,3,5,2,Bon état,205
442,Bel appartement à vendre à Riyad. 1 Pièce. Tout confort avec cheminée et climatisation,Riyad ,0,0,0,,Rabat,,3,2,2,Bon état,130
443,Somptueuse villa à vendre à Guich Oudaya. 3 grandes pièces. Jardin et terrasse,Guich Oudaya ,0,0,0,3000000.0,Rabat,DH,4,3,2,Nouveau,180
444,Superbe appartement à vendre à Hay Nahda. 2 chambres,Hay Nahda ,0,0,0,570000.0,Rabat,DH,2,3,1,Bon état,96
445,Très bel appartement à vendre à Rabat Diour Jamaa,Diour Jamaa ,0,0,0,2150000.0,Rabat,DH,3,5,2,Bon état,146
446,Appartement résidence fermée a vendre,Riyad ,0,0,0,3100000.0,Rabat,DH,3,3,2,Nouveau,182
447,Appartement de 91m2 en vente à El MANZEH CYM RABAT,Hay El Menzah ,0,0,0,920000.0,Rabat,DH,2,4,2,Bon état,91
449,Vend appartement à Riyad. Surface de 159 m²,Riyad ,0,0,0,2800000.0,Rabat,DH,3,5,3,Bon état,159
450,Vente app 3ch à Prestigia Hay Riad,Riyad ,0,0,0,2850000.0,Rabat,DH,3,4,2,Nouveau,150
451,Sublime Appartement 177m2 à Vendre à Mahaj Riad,Riyad ,0,0,0,3150000.0,Rabat,DH,3,5,3,Nouveau,177
452,Sublime villa 909 m2 à Vendre Hay Riad,Riyad ,0,0,0,9000000.0,Rabat,DH,4,5,3,Nouveau,909
453,Bel Appartement à vendre Rabat Centre,Agdal ,0,0,0,2500000.0,Rabat,DH,3,3,2,Bon état,120
454,Somptueuse villa à vendre Hay Riad,Riyad ,0,0,0,9300000.0,Rabat,DH,3,4,4,Bon état,600
455,Appartement à vendre Prestigia Hay riad,Souissi ,0,0,0,2300000.0,Rabat,DH,2,2,2,Bon état,98
456,Sublime appartement 220 m² à vendre à Souissi,Souissi ,0,0,0,4200000.0,Rabat,DH,3,4,3,Nouveau,220
457,Bel Appartement a l'agdal,Agdal ,0,0,0,2000000.0,Rabat,DH,2,4,2,Bon état,103
458,142m² à vendre à Agdal,Agdal ,0,0,0,2000000.0,Rabat,DH,3,4,2,Bon état,142
461,Une belle villa avec piscine à hay riad,Riyad ,0,0,0,7500000.0,Rabat,DH,4,8,4,Bon état,622
462,Une jolie villa,Riyad ,0,0,0,6300000.0,Rabat,DH,5,7,3,Bon état,480
463,Vente de tres belle villa à hay riad,Riyad ,0,0,0,7600000.0,Rabat,DH,4,7,4,Bon état,668
464,Une villa de 3000 m2 à bir kassem,Souissi ,0,0,0,13500000.0,Rabat,DH,7,10,6,À rénover,3000
465,Une villa de 3niveaux tres bien située à cote mahaj Riad,Riyad ,0,0,0,8000000.0,Rabat,DH,6,9,5,Bon état,750
466,Vente d'une villa commerciale à hay riad,Riyad ,0,0,0,9000000.0,Rabat,DH,5,8,3,Bon état,890
470,Trop jolie villa NEUVE exceptionnelle avec un bon jardin,Riyad ,0,0,0,6500000.0,Rabat,DH,3,6,4,Nouveau,296
471,Tres belle villa neuve style moderne à souissi,Quartier Des Ambassades ,0,0,0,13000000.0,Rabat,DH,6,9,6,Nouveau,1700
473,Splendide villa neuve de 2 mois à souissi,Souissi ,0,0,0,27000000.0,Rabat,DH,4,7,6,Nouveau,2300
474,La villa neuve bijoux du souissi,Souissi ,0,0,0,28000000.0,Rabat,DH,5,8,6,Nouveau,2800
478,Tres belle villa neuve à bir kassem,Souissi ,0,0,0,39000000.0,Rabat,DH,6,9,6,Nouveau,3200
479,Belle villa à cote de l'ecole blaise pascale,Quartier Des Ambassades ,0,0,0,15000000.0,Rabat,DH,6,10,5,Bon état,2600
481,"Vend appartement à Mabella El Youssoufia. 1 chambre, 1 chambre à coucher. Antenne parabolique",Aviation - Mabella ,0,0,0,500000.0,Rabat,DH,1,1,1,Bon état,30
482,Vente appartement 3 pièces Souissi Rabat,Souissi ,0,0,0,,Rabat,,2,3,2,Bon état,177
483,Vente d'une villa à Hay Riad Rabat,Riyad ,0,0,0,,Rabat,,4,9,4,Bon état,300
484,Appartement à l'achat à Berrechid. 2 pièces confortables. Conciergerie à disposition,Hay Nahda ,0,0,1,3420000.0,Rabat,DH,2,3,1,Bon état,57
485,Bel appartement à vendre de 235m²,Riyad ,0,0,0,,Rabat,,4,7,3,Bon état,235
486,Appartement 190m haut agdal sans vis à vis,Haut Agdal ,0,0,0,3300000.0,Rabat,DH,3,5,3,Bon état,190
487,Très belle maison bien placée à Rabat,Les Oudayas ,0,0,0,2500000.0,Rabat,DH,5,10,1,Bon état,118
488,Appartement en vente,Haut Agdal ,0,1,0,4000000.0,Rabat,DH,4,5,2,Bon état,162
489,Studio haut standing en vente,Hassan - Centre Ville ,0,0,0,1250000.0,Rabat,DH,1,2,1,Nouveau,36
490,Vente villa de luxe Quartier Des Ambassades. Superficie 2000 m². Tout confort avec piscine et cheminée,Quartier Des Ambassades ,0,0,0,12500000.0,Rabat,DH,4,10,4,Bon état,2000
491,Appartement de 75m² a rabat hay nahda,Hay Nahda ,1,0,0,900000.0,Rabat,DH,2,3,1,Bon état,75
492,Appartement de 96m² a rabat hassan,Hassan - Centre Ville ,0,0,0,1350000.0,Rabat,DH,3,4,1,Bon état,96
493,Appartement de 54m² a rabat hassan,Hassan - Centre Ville ,0,0,0,650000.0,Rabat,DH,1,2,1,Bon état,54
494,Appartement de 80m² a rabat hassan,Hassan - Centre Ville ,0,0,0,1250000.0,Rabat,DH,2,3,1,Bon état,80
495,Appartement 145m2 Luxe prestigia hay riad,Riyad ,0,0,0,2850000.0,Rabat,DH,3,4,2,Bon état,143
496,Sublime Appartement à Vendre à Hay Riad,Riyad ,0,0,0,4900000.0,Rabat,DH,3,4,3,Nouveau,220
497,Appartement 170m² à vendre à Souissi,Souissi ,0,0,0,3700000.0,Rabat,DH,2,3,2,Nouveau,170
498,Appartement Rez jardin à L'orangeraie Rabat,Souissi ,0,0,0,4300000.0,Rabat,DH,2,3,2,Bon état,208
499,Une maison indépendante à vendre,Akkari ,0,0,0,1700000.0,Rabat,DH,10,15,5,Bon état,160
501,À vendre 2p à hassan,Hassan - Centre Ville ,0,0,0,880000.0,Rabat,DH,1,2,1,Bon état,54
502,Appartement a agdal,Agdal ,0,0,0,,Rabat,,2,3,2,Bon état,110
503,"Appartement de 172m² avec terrasse en vente, Résidence Aicha",Kébibat ,0,0,0,,Rabat,,3,4,3,Bon état,172
504,Vente d'un bel appartement à Rue Bani Meskine Terrasses Dar Essalam Souissi. 9 pièces confortables. Ascenseur et terrasse,Souissi ,0,0,0,4750000.0,Rabat,DH,3,9,3,Nouveau,211
505,À vendre un riad à médina,Médina ,0,0,0,2500000.0,Rabat,DH,4,7,2,Bon état,200
506,Appartement à l'achat à Guich Oudaya. 2 chambres. Salon marocain traditionnel,Guich Oudaya ,0,0,0,900000.0,Rabat,DH,2,3,2,Bon état,73
507,Jolie villa 2250m2,Souissi ,0,0,0,,Rabat,,5,9,4,Bon état,2250
509,Appartement à vendre Hautstanding,Riyad ,0,0,0,,Rabat,,5,6,3,Nouveau,232
510,Joli appartement à vendre de 145m. Hay riad,Riyad ,0,0,0,2400000.0,Rabat,DH,3,4,3,À rénover,145
511,Appartement à vendre,Aviation - Mabella ,0,0,0,2400000.0,Rabat,DH,3,5,2,Bon état,149
512,Appartement avec cuisine équipée,Hassan - Centre Ville ,0,0,0,1260000.0,Rabat,DH,3,4,1,Bon état,104
514,Luxueuse villa neuve haut standing à vendre,Souissi ,0,0,0,14000000.0,Rabat,DH,5,6,4,Nouveau,550
515,Très beau Riad à vendre centre de la médina de Rabat,Médina ,0,0,0,6700000.0,Rabat,DH,7,7,4,Bon état,244
518,"Vente Appartement de luxe à Rabat Souissi,",Souissi ,0,0,0,5100000.0,Rabat,DH,3,5,3,Nouveau,250
519,Coquette villa en vente Hay Riad Rabat,Riyad ,0,0,0,,Rabat,,4,6,2,Nouveau,350
520,Vente bel appartement avec terrasse à souissi,Souissi ,0,0,0,4300000.0,Rabat,DH,3,5,3,Bon état,180
521,Vente Riad à Rabat Maroc,Médina ,0,0,0,5500000.0,Rabat,DH,8,10,6,À rénover,250
522,Apparemment rez de chaussée avec locaux commercia,Guich Oudaya ,0,0,0,,Rabat,,2,3,1,Bon état,74
523,Appartement à l'achat à Agdal. 3 belles chambres. Meublé,Agdal ,0,0,0,2500000.0,Rabat,DH,3,5,3,Nouveau,139
525,Appartement à vendre,Riyad ,0,0,0,2750000.0,Rabat,DH,3,4,2,Bon état,140
526,Studio à vendre sur l'Agdal,Agdal ,0,0,0,700000.0,Rabat,DH,1,1,1,Bon état,30
527,Studio à vendre à Agdal,Agdal ,0,0,0,700000.0,Rabat,DH,1,1,1,Bon état,30
529,Appartement a vendre Agdal Rabat,Agdal ,0,0,0,3200000.0,Rabat,DH,3,4,2,Bon état,175
530,Joli Appartement ensoleillé retapé,Hassan - Centre Ville ,0,0,0,1500000.0,Rabat,DH,3,5,2,Bon état,99
531,Bel appaetement bien ensoleillé sur Agdal,Agdal ,0,0,0,1500000.0,Rabat,DH,2,3,2,Bon état,86
532,Beau duplex rénové a Hay Riad,Riyad ,0,0,0,2700000.0,Rabat,DH,3,5,2,Bon état,131
535,Appartement à vendre Haut Agdal,Haut Agdal ,0,0,0,1400000.0,Rabat,DH,1,2,1,Bon état,78
536,Appartement à vendre Haut Agdal,Haut Agdal ,1,0,0,3200000.0,Rabat,DH,3,5,2,Bon état,194
537,Superbe villa avec trois terrasse sur Hay Riad,Riyad ,0,0,0,10000000.0,Rabat,DH,4,7,3,Bon état,800
538,Très bel appartement avec vue dégagée,Riyad ,0,0,0,2500000.0,Rabat,DH,3,4,2,Bon état,130
539,Appartement 3ch à vendre Prestigia Hay riad,Riyad ,0,0,0,2980000.0,Rabat,DH,3,5,3,Bon état,170
540,Sublime Appartement à Vendre à Prestigia Hay Riad,Riyad ,0,0,0,3500000.0,Rabat,DH,3,4,2,Nouveau,178
541,Magnifique villa 760m2 à Hay Riad,Riyad ,0,0,0,7700000.0,Rabat,DH,4,3,3,Bon état,760
542,Magnifique appartement à vendre à Hay Riad,Riyad ,0,0,0,4300000.0,Rabat,DH,3,6,3,Bon état,220
543,Garçonnière en vente sur le Haut D'Agdal,Agdal ,0,0,0,750000.0,Rabat,DH,1,1,1,Bon état,32
544,Appartement à vendre à Guich Oudaya. Surface de 73 m². Porte blindée et résidence sécurisée,Guich Oudaya ,0,0,0,900000.0,Rabat,DH,3,4,2,Nouveau,73
545,Appartement à vendre à Rabat,L'Ocean ,0,0,0,1150000.0,Rabat,DH,3,6,2,Bon état,111
546,Appartement 3 pièces en vente à prestigia Hay Ryad,Riyad ,0,0,0,2500000.0,Rabat,DH,2,3,3,Nouveau,125
547,Appartement en vente à l'agdal Rabat,Agdal ,0,0,0,2200000.0,Rabat,DH,2,4,2,Bon état,140
548,A vendre appartement 190m2 sur Annakhil Hay Riad,Riyad ,0,0,0,4000000.0,Rabat,DH,3,6,3,Nouveau,190
549,Somptueuse villa à vendre à OLM souissi,Souissi ,0,0,0,7400000.0,Rabat,DH,5,7,3,À rénover,998
550,Appartement à vendre,Diour Jamaa ,0,0,0,1300000.0,Rabat,DH,3,4,1,Bon état,93
551,Vente villa de luxe à Aviation - Mabella. 5 pièces.,Aviation - Mabella ,0,0,0,8000000.0,Rabat,DH,3,5,2,Bon état,800
552,Coquette villa a souissi,Souissi ,0,0,0,11500000.0,Rabat,DH,6,8,3,Bon état,1850
553,Bel appartement a vendre au centre ville Rabat,Hassan - Centre Ville ,0,0,0,1400000.0,Rabat,DH,2,3,2,Bon état,114
555,Appartement de Luxe avec Terrasse à hay Riad,Riyad ,0,0,0,2640000.0,Rabat,DH,3,5,2,Bon état,142
557,Appartement à vendre à Hay Riad – Prestigia,Riyad ,0,0,0,2800000.0,Rabat,DH,2,4,2,Bon état,134
558,Appartement en vente sur Hay Riad,Riyad ,0,0,0,2200000.0,Rabat,DH,3,4,3,Bon état,116
559,Appartement en vente sur l'Agdal,Agdal ,0,0,0,2400000.0,Rabat,DH,3,4,2,Bon état,140
561,"Bel appartement à vendre à Riyad. 7 pièces. Porte blindée, sécurité",Riyad ,0,0,0,4900000.0,Rabat,DH,5,7,3,Bon état,256
562,Bel appartement avec 2 façades et Terrasse,Hassan - Centre Ville ,0,0,0,2600000.0,Rabat,DH,3,5,2,Bon état,178
563,Appartement Neuf à vendre à l’orangeraie souissi,Souissi ,0,0,0,2980000.0,Rabat,DH,2,3,3,Bon état,137
564,Sublime villa 523m2 à Vendre Hay Riad,Riyad ,0,0,0,7900000.0,Rabat,DH,4,6,4,Bon état,523
565,Magnifique Duplex à vendre à Prestigia Hay Riad,Riyad ,0,0,0,4000000.0,Rabat,DH,3,3,3,Bon état,220
566,Magnifique Duplex à vendre à Souissi,Riyad ,0,0,0,3900000.0,Rabat,DH,3,4,3,Nouveau,160
567,Grand appartement près de Descartes,Agdal ,0,0,0,3825000.0,Rabat,DH,3,6,3,Bon état,255
568,Bel Appartement 156 m² Haut Av Nakhil Hay Ryad,Riyad ,0,0,0,2960000.0,Rabat,DH,3,11,3,Bon état,156
569,À vendre 2p meublé à hassan,Hassan - Centre Ville ,0,0,0,1200000.0,Rabat,DH,1,2,1,Nouveau,37
570,À vendre 4p à agdal,Agdal ,0,0,0,2100000.0,Rabat,DH,3,4,2,Nouveau,134
572,Vente d’un duplex de 306m² au Haut Agdal,Haut Agdal ,0,0,0,5800000.0,Rabat,DH,4,7,1,Bon état,306
577,Splendide villa à vendre à Hay Al Fath. Surface de 370 m². Meublée,Hay Al Fath ,0,0,0,,Rabat,,3,7,4,Bon état,370
580,Appartement en vente à l'agdal,Agdal ,0,0,0,2000000.0,Rabat,DH,2,3,1,Bon état,122
581,Très bel appartement sans Vis à vis à Hay Riad,Rabat,0,0,0,4600000.0,Rabat,DH,4,7,2,Bon état,226
582,Appartement à vendre à Hay Riadشقة للبيع في محج ال,Riyad ,0,0,0,2600000.0,Rabat,DH,3,4,2,Bon état,131
583,Vente appart 120m2 à 215 Mdhs,Souissi ,0,0,0,2150000.0,Rabat,DH,3,4,2,Bon état,120
584,Très beau appartement à vendre,Guich Oudaya ,0,0,0,480000.0,Rabat,DH,2,3,1,Bon état,70
586,Appartement à vendre à l’Agdal,Agdal ,0,0,0,4800000.0,Rabat,DH,3,5,3,Bon état,256
589,Appartement à vendre à l’Agdal,Agdal ,0,0,0,1800000.0,Rabat,DH,2,4,2,Bon état,85
590,Appartement à vendre à Hay Riad,Riyad ,0,0,0,5000000.0,Rabat,DH,4,7,3,Bon état,380
591,Appartement à vendre à Guich Oudaya,Guich Oudaya ,0,0,0,1750000.0,Rabat,DH,3,4,3,Bon état,128
592,Appartement à vendre à l’Agdal,Agdal ,0,0,0,2200000.0,Rabat,DH,1,2,1,Bon état,72
595,Vente villa à Hay Riad,Riyad ,0,0,0,8500000.0,Rabat,DH,5,9,5,Bon état,1019
597,Appartement Meublé à vendre,Riyad ,0,0,0,2300000.0,Rabat,DH,1,3,2,Bon état,90
598,A vendre villa sur 5000 m2 souissi rabat,Quartier Des Ambassades ,0,0,0,25500000.0,Rabat,DH,6,15,4,Bon état,5000
599,Bel Appartement à vendre à Hassan,Hassan - Centre Ville ,0,0,0,1750000.0,Rabat,DH,2,3,2,Bon état,109
600,Appartement en vente à L'Ocean,L'Ocean ,0,0,0,,Rabat,,1,2,2,Bon état,86
601,Belle villa moderne piscine chauffage central,Souissi ,1,0,0,15000000.0,Rabat,DH,4,8,4,Nouveau,2000
603,Somptueuse maison à vendre à Souissi. 10 pièces. Places de stationnement et jardin,Souissi ,0,0,0,13000000.0,Rabat,DH,5,10,4,Bon état,2000
604,Bel appartement refait a neuf à Hay Riad,Riyad ,0,0,0,3200000.0,Rabat,DH,3,5,2,Bon état,180
606,Appartement à vendre,Agdal ,0,0,0,1530000.0,Rabat,DH,2,3,2,Bon état,100
607,Appartement à vendre,Haut Agdal ,0,0,0,3650000.0,Rabat,DH,3,6,3,Nouveau,250
609,Appartement de105m à vendre ou à louer agdal rabat,Agdal ,0,0,0,1750000.0,Rabat,DH,2,3,2,Bon état,105
610,Bel appart rdc à prestigia Belle terrasse et jardin,Riyad ,0,0,0,2700000.0,Rabat,DH,2,2,2,Bon état,200
611,Très bel appartement à vendre à Rabat Hassan,Hassan - Centre Ville ,0,0,0,1400000.0,Rabat,DH,2,3,1,Bon état,70
612,"Appartement entièrement rénové, terrasse balcon",Hassan - Centre Ville ,0,0,0,1350000.0,Rabat,DH,2,5,1,Bon état,92
613,Offre intéressante appartement,Aviation - Mabella ,0,0,0,2235000.0,Rabat,DH,3,5,2,Bon état,149
